Stock Name,MarketDate,MarketPrice
Safaricom Ltd Ord 0.05,28-Aug-23,15.4500
Car and General (K) Ltd Ord 5.00,28-Aug-23,41.5000
Safaricom Ltd Ord 0.05,29-Aug-23,15.4500
Car and General (K) Ltd Ord 5.00,29-Aug-23,41.5000
British American Tobacco Kenya Ltd Ord 10.00,29-Aug-23,418.7500
Nairobi Securities Exchange,29-Aug-23,5.9800
British American Tobacco Kenya Ltd Ord 10.00,30-Aug-23,419.5000
Safaricom Ltd Ord 0.05,30-Aug-23,15.5000
Nairobi Securities Exchange,30-Aug-23,6.0000
Car and General (K) Ltd Ord 5.00,30-Aug-23,41.5000
Nairobi Securities Exchange,31-Aug-23,6.0600
Car and General (K) Ltd Ord 5.00,31-Aug-23,38.9500
Safaricom Ltd Ord 0.05,31-Aug-23,15.4000
British American Tobacco Kenya Ltd Ord 10.00,31-Aug-23,419.7500
Nairobi Securities Exchange,01-Sep-23,5.8600
Car and General (K) Ltd Ord 5.00,01-Sep-23,39.6500
British American Tobacco Kenya Ltd Ord 10.00,01-Sep-23,420.0000
Safaricom Ltd Ord 0.05,01-Sep-23,15.1000
Safaricom Ltd Ord 0.05,04-Sep-23,15.1000
Car and General (K) Ltd Ord 5.00,04-Sep-23,39.6500
Nairobi Securities Exchange,04-Sep-23,5.9600
British American Tobacco Kenya Ltd Ord 10.00,04-Sep-23,418.0000
Car and General (K) Ltd Ord 5.00,05-Sep-23,37.0000
Safaricom Ltd Ord 0.05,05-Sep-23,15.1000
British American Tobacco Kenya Ltd Ord 10.00,05-Sep-23,418.0000
Nairobi Securities Exchange,05-Sep-23,5.9000
British American Tobacco Kenya Ltd Ord 10.00,06-Sep-23,418.0000
Car and General (K) Ltd Ord 5.00,06-Sep-23,37.0000
Nairobi Securities Exchange,06-Sep-23,5.9600
Safaricom Ltd Ord 0.05,06-Sep-23,15.1000
British American Tobacco Kenya Ltd Ord 10.00,07-Sep-23,418.0000
Car and General (K) Ltd Ord 5.00,07-Sep-23,37.0000
Nairobi Securities Exchange,07-Sep-23,5.9800
Safaricom Ltd Ord 0.05,07-Sep-23,15.2500
Nairobi Securities Exchange,08-Sep-23,5.7200
Car and General (K) Ltd Ord 5.00,08-Sep-23,37.0000
Safaricom Ltd Ord 0.05,08-Sep-23,15.5000
British American Tobacco Kenya Ltd Ord 10.00,08-Sep-23,421.0000
Nairobi Securities Exchange,11-Sep-23,5.7200
Safaricom Ltd Ord 0.05,11-Sep-23,15.7500
Car and General (K) Ltd Ord 5.00,11-Sep-23,38.0000
British American Tobacco Kenya Ltd Ord 10.00,11-Sep-23,421.2500
British American Tobacco Kenya Ltd Ord 10.00,12-Sep-23,419.7500
Car and General (K) Ltd Ord 5.00,12-Sep-23,38.0000
Nairobi Securities Exchange,12-Sep-23,5.9000
Safaricom Ltd Ord 0.05,12-Sep-23,15.3500
Nairobi Securities Exchange,13-Sep-23,6.0000
British American Tobacco Kenya Ltd Ord 10.00,13-Sep-23,419.7500
Car and General (K) Ltd Ord 5.00,13-Sep-23,38.0000
Safaricom Ltd Ord 0.05,13-Sep-23,15.3000
Nairobi Securities Exchange,14-Sep-23,5.9400
Car and General (K) Ltd Ord 5.00,14-Sep-23,38.0000
Safaricom Ltd Ord 0.05,14-Sep-23,15.5000
British American Tobacco Kenya Ltd Ord 10.00,14-Sep-23,420.0000
Safaricom Ltd Ord 0.05,15-Sep-23,15.7500
British American Tobacco Kenya Ltd Ord 10.00,15-Sep-23,420.0000
Car and General (K) Ltd Ord 5.00,15-Sep-23,38.0000
Nairobi Securities Exchange,15-Sep-23,5.9400
Nairobi Securities Exchange,18-Sep-23,5.9400
Car and General (K) Ltd Ord 5.00,18-Sep-23,38.0000
Safaricom Ltd Ord 0.05,18-Sep-23,15.6000
British American Tobacco Kenya Ltd Ord 10.00,18-Sep-23,420.0000
Car and General (K) Ltd Ord 5.00,19-Sep-23,34.2000
Nairobi Securities Exchange,19-Sep-23,5.6000
Safaricom Ltd Ord 0.05,19-Sep-23,15.4000
British American Tobacco Kenya Ltd Ord 10.00,19-Sep-23,420.2500
Nairobi Securities Exchange,20-Sep-23,5.9600
Car and General (K) Ltd Ord 5.00,20-Sep-23,30.8000
British American Tobacco Kenya Ltd Ord 10.00,20-Sep-23,420.0000
Safaricom Ltd Ord 0.05,20-Sep-23,15.0000
Car and General (K) Ltd Ord 5.00,21-Sep-23,32.3500
Nairobi Securities Exchange,21-Sep-23,5.9400
Safaricom Ltd Ord 0.05,21-Sep-23,14.9500
British American Tobacco Kenya Ltd Ord 10.00,21-Sep-23,423.0000
Safaricom Ltd Ord 0.05,22-Sep-23,15.0000
Car and General (K) Ltd Ord 5.00,22-Sep-23,32.3500
British American Tobacco Kenya Ltd Ord 10.00,22-Sep-23,419.5000
Nairobi Securities Exchange,22-Sep-23,5.9800
Nairobi Securities Exchange,25-Sep-23,5.8200
Safaricom Ltd Ord 0.05,25-Sep-23,14.9500
Car and General (K) Ltd Ord 5.00,25-Sep-23,32.3500
British American Tobacco Kenya Ltd Ord 10.00,25-Sep-23,420.5000
Car and General (K) Ltd Ord 5.00,26-Sep-23,29.9500
Nairobi Securities Exchange,26-Sep-23,5.9000
British American Tobacco Kenya Ltd Ord 10.00,26-Sep-23,419.5000
Safaricom Ltd Ord 0.05,26-Sep-23,14.9000
Safaricom Ltd Ord 0.05,27-Sep-23,14.7000
Nairobi Securities Exchange,27-Sep-23,5.9000
British American Tobacco Kenya Ltd Ord 10.00,27-Sep-23,419.5000
Car and General (K) Ltd Ord 5.00,27-Sep-23,27.0000
Car and General (K) Ltd Ord 5.00,28-Sep-23,27.0000
Nairobi Securities Exchange,28-Sep-23,5.9200
Safaricom Ltd Ord 0.05,28-Sep-23,14.6000
British American Tobacco Kenya Ltd Ord 10.00,28-Sep-23,417.2500
Car and General (K) Ltd Ord 5.00,29-Sep-23,25.6500
Nairobi Securities Exchange,29-Sep-23,6.0200
Safaricom Ltd Ord 0.05,29-Sep-23,14.6000
British American Tobacco Kenya Ltd Ord 10.00,29-Sep-23,418.2500
Car and General (K) Ltd Ord 5.00,02-Oct-23,25.6500
Nairobi Securities Exchange,02-Oct-23,5.8600
British American Tobacco Kenya Ltd Ord 10.00,02-Oct-23,419.5000
Safaricom Ltd Ord 0.05,02-Oct-23,14.6500
Car and General (K) Ltd Ord 5.00,03-Oct-23,25.6500
British American Tobacco Kenya Ltd Ord 10.00,03-Oct-23,419.0000
Nairobi Securities Exchange,03-Oct-23,5.9800
Safaricom Ltd Ord 0.05,03-Oct-23,14.7000
Safaricom Ltd Ord 0.05,04-Oct-23,14.6500
British American Tobacco Kenya Ltd Ord 10.00,04-Oct-23,419.0000
Car and General (K) Ltd Ord 5.00,04-Oct-23,25.6500
Nairobi Securities Exchange,04-Oct-23,6.4600
Safaricom Ltd Ord 0.05,05-Oct-23,14.5000
Car and General (K) Ltd Ord 5.00,05-Oct-23,25.6500
Nairobi Securities Exchange,05-Oct-23,6.0000
British American Tobacco Kenya Ltd Ord 10.00,05-Oct-23,423.0000
Car and General (K) Ltd Ord 5.00,06-Oct-23,25.6500
British American Tobacco Kenya Ltd Ord 10.00,06-Oct-23,421.0000
Nairobi Securities Exchange,06-Oct-23,5.9400
Safaricom Ltd Ord 0.05,06-Oct-23,14.0000
Car and General (K) Ltd Ord 5.00,09-Oct-23,26.7500
British American Tobacco Kenya Ltd Ord 10.00,09-Oct-23,423.5000
Nairobi Securities Exchange,09-Oct-23,5.5200
Safaricom Ltd Ord 0.05,09-Oct-23,14.0000
Car and General (K) Ltd Ord 5.00,11-Oct-23,26.6000
Safaricom Ltd Ord 0.05,11-Oct-23,13.9000
British American Tobacco Kenya Ltd Ord 10.00,11-Oct-23,420.7500
Nairobi Securities Exchange,11-Oct-23,5.8400
Car and General (K) Ltd Ord 5.00,12-Oct-23,26.6000
Safaricom Ltd Ord 0.05,12-Oct-23,14.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Oct-23,420.0000
Nairobi Securities Exchange,12-Oct-23,5.8400
Car and General (K) Ltd Ord 5.00,13-Oct-23,27.0000
British American Tobacco Kenya Ltd Ord 10.00,13-Oct-23,420.0000
Safaricom Ltd Ord 0.05,13-Oct-23,13.9500
Nairobi Securities Exchange,13-Oct-23,5.9400
Nairobi Securities Exchange,16-Oct-23,5.9600
British American Tobacco Kenya Ltd Ord 10.00,16-Oct-23,420.5000
Car and General (K) Ltd Ord 5.00,16-Oct-23,26.0000
Safaricom Ltd Ord 0.05,16-Oct-23,13.9500
Nairobi Securities Exchange,17-Oct-23,6.1000
Safaricom Ltd Ord 0.05,17-Oct-23,13.8000
British American Tobacco Kenya Ltd Ord 10.00,17-Oct-23,425.0000
Car and General (K) Ltd Ord 5.00,17-Oct-23,26.0500
British American Tobacco Kenya Ltd Ord 10.00,18-Oct-23,425.0000
Safaricom Ltd Ord 0.05,18-Oct-23,13.8000
Nairobi Securities Exchange,18-Oct-23,6.0800
Car and General (K) Ltd Ord 5.00,18-Oct-23,26.0500
Safaricom Ltd Ord 0.05,19-Oct-23,13.8000
Car and General (K) Ltd Ord 5.00,19-Oct-23,26.0500
Nairobi Securities Exchange,19-Oct-23,6.2600
British American Tobacco Kenya Ltd Ord 10.00,19-Oct-23,425.0000
Car and General (K) Ltd Ord 5.00,23-Oct-23,26.0500
Safaricom Ltd Ord 0.05,23-Oct-23,13.6000
British American Tobacco Kenya Ltd Ord 10.00,23-Oct-23,419.0000
Nairobi Securities Exchange,23-Oct-23,6.1800
Nairobi Securities Exchange,24-Oct-23,5.8000
British American Tobacco Kenya Ltd Ord 10.00,24-Oct-23,416.7500
Safaricom Ltd Ord 0.05,24-Oct-23,13.0000
Car and General (K) Ltd Ord 5.00,24-Oct-23,26.1000
British American Tobacco Kenya Ltd Ord 10.00,25-Oct-23,418.5000
Car and General (K) Ltd Ord 5.00,25-Oct-23,28.7000
Safaricom Ltd Ord 0.05,25-Oct-23,12.5000
Nairobi Securities Exchange,25-Oct-23,5.8600
Safaricom Ltd Ord 0.05,26-Oct-23,12.4500
British American Tobacco Kenya Ltd Ord 10.00,26-Oct-23,417.5000
Nairobi Securities Exchange,26-Oct-23,6.2400
Car and General (K) Ltd Ord 5.00,26-Oct-23,28.7000
Safaricom Ltd Ord 0.05,27-Oct-23,12.5000
Car and General (K) Ltd Ord 5.00,27-Oct-23,28.7000
British American Tobacco Kenya Ltd Ord 10.00,27-Oct-23,418.5000
Nairobi Securities Exchange,27-Oct-23,5.9200
Nairobi Securities Exchange,30-Oct-23,6.0200
Car and General (K) Ltd Ord 5.00,30-Oct-23,27.4000
Safaricom Ltd Ord 0.05,30-Oct-23,12.5000
British American Tobacco Kenya Ltd Ord 10.00,30-Oct-23,419.5000
British American Tobacco Kenya Ltd Ord 10.00,31-Oct-23,420.7500
Nairobi Securities Exchange,31-Oct-23,5.8800
Car and General (K) Ltd Ord 5.00,31-Oct-23,27.4000
Safaricom Ltd Ord 0.05,31-Oct-23,12.4500
British American Tobacco Kenya Ltd Ord 10.00,01-Nov-23,420.7500
Car and General (K) Ltd Ord 5.00,01-Nov-23,27.4000
Nairobi Securities Exchange,01-Nov-23,5.9800
Safaricom Ltd Ord 0.05,01-Nov-23,12.3000
British American Tobacco Kenya Ltd Ord 10.00,02-Nov-23,415.0000
Safaricom Ltd Ord 0.05,02-Nov-23,12.1000
Nairobi Securities Exchange,02-Nov-23,6.2600
Car and General (K) Ltd Ord 5.00,02-Nov-23,27.4000
Safaricom Ltd Ord 0.05,03-Nov-23,11.6500
Nairobi Securities Exchange,03-Nov-23,5.8400
Car and General (K) Ltd Ord 5.00,03-Nov-23,27.4000
British American Tobacco Kenya Ltd Ord 10.00,03-Nov-23,414.7500
British American Tobacco Kenya Ltd Ord 10.00,06-Nov-23,410.2500
Car and General (K) Ltd Ord 5.00,06-Nov-23,27.4000
Safaricom Ltd Ord 0.05,06-Nov-23,11.9500
Nairobi Securities Exchange,06-Nov-23,5.8400
Nairobi Securities Exchange,07-Nov-23,5.8800
Safaricom Ltd Ord 0.05,07-Nov-23,12.0000
British American Tobacco Kenya Ltd Ord 10.00,07-Nov-23,407.5000
Car and General (K) Ltd Ord 5.00,07-Nov-23,27.4000
Safaricom Ltd Ord 0.05,08-Nov-23,12.4500
Car and General (K) Ltd Ord 5.00,08-Nov-23,25.1000
British American Tobacco Kenya Ltd Ord 10.00,08-Nov-23,401.2500
Nairobi Securities Exchange,08-Nov-23,5.8400
Nairobi Securities Exchange,09-Nov-23,5.8800
British American Tobacco Kenya Ltd Ord 10.00,09-Nov-23,402.0000
Safaricom Ltd Ord 0.05,09-Nov-23,13.3000
Car and General (K) Ltd Ord 5.00,09-Nov-23,25.1000
Nairobi Securities Exchange,10-Nov-23,5.9000
British American Tobacco Kenya Ltd Ord 10.00,10-Nov-23,403.2500
Car and General (K) Ltd Ord 5.00,10-Nov-23,25.1000
Safaricom Ltd Ord 0.05,10-Nov-23,13.5000
British American Tobacco Kenya Ltd Ord 10.00,14-Nov-23,405.0000
Nairobi Securities Exchange,14-Nov-23,6.0000
Safaricom Ltd Ord 0.05,14-Nov-23,13.3000
Car and General (K) Ltd Ord 5.00,14-Nov-23,25.1000
British American Tobacco Kenya Ltd Ord 10.00,15-Nov-23,405.0000
Safaricom Ltd Ord 0.05,15-Nov-23,13.5000
Car and General (K) Ltd Ord 5.00,15-Nov-23,25.1000
Nairobi Securities Exchange,15-Nov-23,6.0000
British American Tobacco Kenya Ltd Ord 10.00,16-Nov-23,410.0000
Nairobi Securities Exchange,16-Nov-23,5.9800
Car and General (K) Ltd Ord 5.00,16-Nov-23,23.6500
Safaricom Ltd Ord 0.05,16-Nov-23,13.5000
Nairobi Securities Exchange,17-Nov-23,6.0000
British American Tobacco Kenya Ltd Ord 10.00,17-Nov-23,410.0000
Safaricom Ltd Ord 0.05,17-Nov-23,13.4500
Car and General (K) Ltd Ord 5.00,17-Nov-23,23.6500
Safaricom Ltd Ord 0.05,20-Nov-23,13.4000
British American Tobacco Kenya Ltd Ord 10.00,20-Nov-23,410.0000
Nairobi Securities Exchange,20-Nov-23,6.0000
Car and General (K) Ltd Ord 5.00,20-Nov-23,21.3000
Safaricom Ltd Ord 0.05,21-Nov-23,13.4500
Nairobi Securities Exchange,21-Nov-23,5.9000
Car and General (K) Ltd Ord 5.00,21-Nov-23,23.4000
British American Tobacco Kenya Ltd Ord 10.00,21-Nov-23,410.5000
Nairobi Securities Exchange,22-Nov-23,5.9000
Safaricom Ltd Ord 0.05,22-Nov-23,13.7000
British American Tobacco Kenya Ltd Ord 10.00,22-Nov-23,410.0000
Car and General (K) Ltd Ord 5.00,22-Nov-23,22.5000
Nairobi Securities Exchange,23-Nov-23,6.0000
Car and General (K) Ltd Ord 5.00,23-Nov-23,22.5000
British American Tobacco Kenya Ltd Ord 10.00,23-Nov-23,410.0000
Safaricom Ltd Ord 0.05,23-Nov-23,13.6000
Nairobi Securities Exchange,24-Nov-23,5.9200
Car and General (K) Ltd Ord 5.00,24-Nov-23,23.0000
Safaricom Ltd Ord 0.05,24-Nov-23,13.7000
British American Tobacco Kenya Ltd Ord 10.00,24-Nov-23,409.5000
British American Tobacco Kenya Ltd Ord 10.00,27-Nov-23,409.7500
Safaricom Ltd Ord 0.05,27-Nov-23,13.4500
Nairobi Securities Exchange,27-Nov-23,5.7200
Car and General (K) Ltd Ord 5.00,27-Nov-23,23.0000
British American Tobacco Kenya Ltd Ord 10.00,28-Nov-23,409.7500
Car and General (K) Ltd Ord 5.00,28-Nov-23,25.0500
Safaricom Ltd Ord 0.05,28-Nov-23,14.0000
Nairobi Securities Exchange,28-Nov-23,5.6600
Car and General (K) Ltd Ord 5.00,29-Nov-23,25.0500
Nairobi Securities Exchange,29-Nov-23,5.6400
British American Tobacco Kenya Ltd Ord 10.00,29-Nov-23,409.0000
Safaricom Ltd Ord 0.05,29-Nov-23,14.0000
British American Tobacco Kenya Ltd Ord 10.00,30-Nov-23,409.0000
Car and General (K) Ltd Ord 5.00,30-Nov-23,25.0500
Safaricom Ltd Ord 0.05,30-Nov-23,14.0500
Nairobi Securities Exchange,30-Nov-23,6.0400
Car and General (K) Ltd Ord 5.00,01-Dec-23,25.0500
Nairobi Securities Exchange,01-Dec-23,6.0600
British American Tobacco Kenya Ltd Ord 10.00,01-Dec-23,410.0000
Safaricom Ltd Ord 0.05,01-Dec-23,14.0500
Nairobi Securities Exchange,04-Dec-23,6.0600
Safaricom Ltd Ord 0.05,04-Dec-23,14.5000
British American Tobacco Kenya Ltd Ord 10.00,04-Dec-23,410.0000
Car and General (K) Ltd Ord 5.00,04-Dec-23,25.0500
Car and General (K) Ltd Ord 5.00,05-Dec-23,25.0500
Safaricom Ltd Ord 0.05,05-Dec-23,14.8000
Nairobi Securities Exchange,05-Dec-23,6.0600
British American Tobacco Kenya Ltd Ord 10.00,05-Dec-23,406.7500
British American Tobacco Kenya Ltd Ord 10.00,06-Dec-23,405.2500
Car and General (K) Ltd Ord 5.00,06-Dec-23,25.1000
Safaricom Ltd Ord 0.05,06-Dec-23,14.6000
Nairobi Securities Exchange,06-Dec-23,6.0000
Nairobi Securities Exchange,07-Dec-23,5.8000
Safaricom Ltd Ord 0.05,07-Dec-23,14.5500
Car and General (K) Ltd Ord 5.00,07-Dec-23,24.0000
British American Tobacco Kenya Ltd Ord 10.00,07-Dec-23,405.0000
Car and General (K) Ltd Ord 5.00,08-Dec-23,24.0000
Safaricom Ltd Ord 0.05,08-Dec-23,14.5500
Nairobi Securities Exchange,08-Dec-23,6.0800
British American Tobacco Kenya Ltd Ord 10.00,08-Dec-23,403.5000
British American Tobacco Kenya Ltd Ord 10.00,11-Dec-23,422.5000
Car and General (K) Ltd Ord 5.00,11-Dec-23,24.0000
Nairobi Securities Exchange,11-Dec-23,6.0200
Safaricom Ltd Ord 0.05,11-Dec-23,14.5000
British American Tobacco Kenya Ltd Ord 10.00,13-Dec-23,409.5000
Car and General (K) Ltd Ord 5.00,13-Dec-23,24.0000
Safaricom Ltd Ord 0.05,13-Dec-23,14.4500
Nairobi Securities Exchange,13-Dec-23,6.0400
British American Tobacco Kenya Ltd Ord 10.00,14-Dec-23,409.0000
Safaricom Ltd Ord 0.05,14-Dec-23,14.4000
Nairobi Securities Exchange,14-Dec-23,6.0800
Car and General (K) Ltd Ord 5.00,14-Dec-23,24.0000
Safaricom Ltd Ord 0.05,15-Dec-23,14.1000
British American Tobacco Kenya Ltd Ord 10.00,15-Dec-23,410.0000
Nairobi Securities Exchange,15-Dec-23,5.9400
Car and General (K) Ltd Ord 5.00,15-Dec-23,25.0000
British American Tobacco Kenya Ltd Ord 10.00,18-Dec-23,410.0000
Safaricom Ltd Ord 0.05,18-Dec-23,13.8500
Car and General (K) Ltd Ord 5.00,18-Dec-23,25.0000
Nairobi Securities Exchange,18-Dec-23,6.0000
Safaricom Ltd Ord 0.05,19-Dec-23,13.5000
Car and General (K) Ltd Ord 5.00,19-Dec-23,25.0000
Nairobi Securities Exchange,19-Dec-23,6.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Dec-23,413.2500
Nairobi Securities Exchange,20-Dec-23,6.0800
Safaricom Ltd Ord 0.05,20-Dec-23,13.5000
Car and General (K) Ltd Ord 5.00,20-Dec-23,25.0000
British American Tobacco Kenya Ltd Ord 10.00,20-Dec-23,406.2500
Nairobi Securities Exchange,21-Dec-23,5.7200
Car and General (K) Ltd Ord 5.00,21-Dec-23,25.0000
British American Tobacco Kenya Ltd Ord 10.00,21-Dec-23,406.2500
Safaricom Ltd Ord 0.05,21-Dec-23,13.5500
Nairobi Securities Exchange,22-Dec-23,6.0000
British American Tobacco Kenya Ltd Ord 10.00,22-Dec-23,405.0000
Car and General (K) Ltd Ord 5.00,22-Dec-23,25.0000
Safaricom Ltd Ord 0.05,22-Dec-23,13.5500
British American Tobacco Kenya Ltd Ord 10.00,27-Dec-23,404.0000
Nairobi Securities Exchange,27-Dec-23,6.1000
Safaricom Ltd Ord 0.05,27-Dec-23,13.6000
Car and General (K) Ltd Ord 5.00,27-Dec-23,25.0000
Car and General (K) Ltd Ord 5.00,28-Dec-23,25.0000
Nairobi Securities Exchange,28-Dec-23,6.1000
British American Tobacco Kenya Ltd Ord 10.00,28-Dec-23,407.5000
Safaricom Ltd Ord 0.05,28-Dec-23,13.7000
Nairobi Securities Exchange,29-Dec-23,6.0200
Safaricom Ltd Ord 0.05,29-Dec-23,13.9000
Car and General (K) Ltd Ord 5.00,29-Dec-23,25.0000
British American Tobacco Kenya Ltd Ord 10.00,29-Dec-23,407.5000
Car and General (K) Ltd Ord 5.00,02-Jan-24,25.0000
Safaricom Ltd Ord 0.05,02-Jan-24,13.7500
British American Tobacco Kenya Ltd Ord 10.00,02-Jan-24,425.0000
Nairobi Securities Exchange,02-Jan-24,5.8000
Safaricom Ltd Ord 0.05,03-Jan-24,13.6500
British American Tobacco Kenya Ltd Ord 10.00,03-Jan-24,425.0000
Car and General (K) Ltd Ord 5.00,03-Jan-24,25.1000
Nairobi Securities Exchange,03-Jan-24,6.0800
Nairobi Securities Exchange,04-Jan-24,6.0800
Car and General (K) Ltd Ord 5.00,04-Jan-24,25.0500
Safaricom Ltd Ord 0.05,04-Jan-24,13.6000
British American Tobacco Kenya Ltd Ord 10.00,04-Jan-24,428.5000
Safaricom Ltd Ord 0.05,05-Jan-24,13.6000
Car and General (K) Ltd Ord 5.00,05-Jan-24,25.0500
British American Tobacco Kenya Ltd Ord 10.00,05-Jan-24,428.5000
Nairobi Securities Exchange,05-Jan-24,6.0800
Car and General (K) Ltd Ord 5.00,08-Jan-24,25.0500
Nairobi Securities Exchange,08-Jan-24,6.0800
British American Tobacco Kenya Ltd Ord 10.00,08-Jan-24,436.7500
Safaricom Ltd Ord 0.05,08-Jan-24,13.8500
Car and General (K) Ltd Ord 5.00,09-Jan-24,25.0000
Nairobi Securities Exchange,09-Jan-24,5.9200
British American Tobacco Kenya Ltd Ord 10.00,09-Jan-24,434.2500
Safaricom Ltd Ord 0.05,09-Jan-24,13.6500
Car and General (K) Ltd Ord 5.00,10-Jan-24,25.0000
Nairobi Securities Exchange,10-Jan-24,5.9600
British American Tobacco Kenya Ltd Ord 10.00,10-Jan-24,426.5000
Safaricom Ltd Ord 0.05,10-Jan-24,13.8000
British American Tobacco Kenya Ltd Ord 10.00,11-Jan-24,420.7500
Car and General (K) Ltd Ord 5.00,11-Jan-24,25.0000
Safaricom Ltd Ord 0.05,11-Jan-24,13.9000
Nairobi Securities Exchange,11-Jan-24,6.1800
Safaricom Ltd Ord 0.05,12-Jan-24,13.9000
Car and General (K) Ltd Ord 5.00,12-Jan-24,25.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Jan-24,430.0000
Nairobi Securities Exchange,12-Jan-24,6.0600
Safaricom Ltd Ord 0.05,15-Jan-24,13.9000
Car and General (K) Ltd Ord 5.00,15-Jan-24,27.0000
Nairobi Securities Exchange,15-Jan-24,6.0000
British American Tobacco Kenya Ltd Ord 10.00,15-Jan-24,430.0000
Safaricom Ltd Ord 0.05,16-Jan-24,13.9000
Car and General (K) Ltd Ord 5.00,16-Jan-24,27.5000
British American Tobacco Kenya Ltd Ord 10.00,16-Jan-24,425.5000
Nairobi Securities Exchange,16-Jan-24,6.2000
Safaricom Ltd Ord 0.05,17-Jan-24,14.0000
Car and General (K) Ltd Ord 5.00,17-Jan-24,25.0000
Nairobi Securities Exchange,17-Jan-24,6.0400
British American Tobacco Kenya Ltd Ord 10.00,17-Jan-24,425.5000
Safaricom Ltd Ord 0.05,18-Jan-24,13.9500
British American Tobacco Kenya Ltd Ord 10.00,18-Jan-24,425.5000
Nairobi Securities Exchange,18-Jan-24,6.0400
Car and General (K) Ltd Ord 5.00,18-Jan-24,25.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Jan-24,425.0000
Safaricom Ltd Ord 0.05,19-Jan-24,13.9500
Car and General (K) Ltd Ord 5.00,19-Jan-24,25.0000
Nairobi Securities Exchange,19-Jan-24,6.0600
Nairobi Securities Exchange,22-Jan-24,6.1600
Car and General (K) Ltd Ord 5.00,22-Jan-24,25.0000
British American Tobacco Kenya Ltd Ord 10.00,22-Jan-24,425.7500
Safaricom Ltd Ord 0.05,22-Jan-24,13.9000
British American Tobacco Kenya Ltd Ord 10.00,23-Jan-24,424.7500
Safaricom Ltd Ord 0.05,23-Jan-24,13.8000
Nairobi Securities Exchange,23-Jan-24,6.0000
Car and General (K) Ltd Ord 5.00,23-Jan-24,27.0000
Safaricom Ltd Ord 0.05,24-Jan-24,13.6000
British American Tobacco Kenya Ltd Ord 10.00,24-Jan-24,425.0000
Nairobi Securities Exchange,24-Jan-24,6.0000
Car and General (K) Ltd Ord 5.00,24-Jan-24,27.0000
Nairobi Securities Exchange,25-Jan-24,6.0800
British American Tobacco Kenya Ltd Ord 10.00,25-Jan-24,421.0000
Safaricom Ltd Ord 0.05,25-Jan-24,13.4500
Car and General (K) Ltd Ord 5.00,25-Jan-24,27.0000
Car and General (K) Ltd Ord 5.00,26-Jan-24,27.0000
Safaricom Ltd Ord 0.05,26-Jan-24,13.1000
Nairobi Securities Exchange,26-Jan-24,5.9200
British American Tobacco Kenya Ltd Ord 10.00,26-Jan-24,420.2500
British American Tobacco Kenya Ltd Ord 10.00,29-Jan-24,424.0000
Car and General (K) Ltd Ord 5.00,29-Jan-24,27.0000
Safaricom Ltd Ord 0.05,29-Jan-24,13.1000
Nairobi Securities Exchange,29-Jan-24,6.0000
Nairobi Securities Exchange,30-Jan-24,5.5400
British American Tobacco Kenya Ltd Ord 10.00,30-Jan-24,424.7500
Car and General (K) Ltd Ord 5.00,30-Jan-24,27.0000
Safaricom Ltd Ord 0.05,30-Jan-24,13.5500
Safaricom Ltd Ord 0.05,31-Jan-24,13.6000
Nairobi Securities Exchange,31-Jan-24,5.9200
Car and General (K) Ltd Ord 5.00,31-Jan-24,27.0000
British American Tobacco Kenya Ltd Ord 10.00,31-Jan-24,425.0000
British American Tobacco Kenya Ltd Ord 10.00,01-Feb-24,421.7500
Car and General (K) Ltd Ord 5.00,01-Feb-24,27.0000
Nairobi Securities Exchange,01-Feb-24,5.9200
Safaricom Ltd Ord 0.05,01-Feb-24,13.5000
Car and General (K) Ltd Ord 5.00,02-Feb-24,27.0000
British American Tobacco Kenya Ltd Ord 10.00,02-Feb-24,420.0000
Safaricom Ltd Ord 0.05,02-Feb-24,13.5000
Nairobi Securities Exchange,02-Feb-24,6.0000
Nairobi Securities Exchange,05-Feb-24,6.0200
British American Tobacco Kenya Ltd Ord 10.00,05-Feb-24,424.5000
Safaricom Ltd Ord 0.05,05-Feb-24,13.4500
Car and General (K) Ltd Ord 5.00,05-Feb-24,27.0000
Car and General (K) Ltd Ord 5.00,06-Feb-24,27.0000
British American Tobacco Kenya Ltd Ord 10.00,06-Feb-24,424.5000
Safaricom Ltd Ord 0.05,06-Feb-24,13.4500
Nairobi Securities Exchange,06-Feb-24,6.0400
British American Tobacco Kenya Ltd Ord 10.00,07-Feb-24,423.2500
Nairobi Securities Exchange,07-Feb-24,5.8400
Safaricom Ltd Ord 0.05,07-Feb-24,13.1500
Car and General (K) Ltd Ord 5.00,07-Feb-24,27.0000
British American Tobacco Kenya Ltd Ord 10.00,08-Feb-24,424.0000
Nairobi Securities Exchange,08-Feb-24,5.8600
Safaricom Ltd Ord 0.05,08-Feb-24,13.2000
Car and General (K) Ltd Ord 5.00,08-Feb-24,27.0000
Car and General (K) Ltd Ord 5.00,09-Feb-24,27.0000
Nairobi Securities Exchange,09-Feb-24,5.9800
Safaricom Ltd Ord 0.05,09-Feb-24,13.0500
British American Tobacco Kenya Ltd Ord 10.00,09-Feb-24,420.0000
